citekey,title,year,venue,url,matched_problems,matched_techs,grid,scenario,relevance_score,citation_count
bdec2025,Block-Diagonal LoRA for Eliminating Communication Overhead in Tensor Parallel LoRA Serving,2025,NIPS,https://arxiv.org/abs/1cjLvtFOmL,Distributed Inference|Throughput,,C×G,LLM,30.0,0
bdqi2025,De-biasing Diffusion: Data-Free FP8 Quantization of Text-to-Image Models with Billions of Parameters,2025,ICLR,https://arxiv.org/abs/nExUJBF5tR,,,W×Q,,0,0
bdsm2025,SQL-GEN: Bridging the Dialect Gap for Text-to-SQL Via Synthetic Data And Model Merging,2025,ICLR,https://arxiv.org/abs/RaSLSUCKz0,Scalability|MoE,MoE,C×G,,31.0,0
bedt2025,In-batch Ensemble Drafting: Toward Fast and Robust Speculative Decoding for Multimodal Language Models,2025,ICLR,https://arxiv.org/abs/8o7131Lm83,Latency|Throughput|Speculative Decoding,Speculative Decoding|PD Separation,S×G,LLM,64.0,0
bell2025,Benchmarking and Enhancing Large Language Models for Biological Pathway Reasoning,2025,ICLR,https://arxiv.org/abs/2Ey2hkFicp,Agent,,,Agent,20.0,0
belp2025,ET-Plan-Bench: Embodied Task-level Planning Benchmark Towards Spatial-Temporal Cognition with Foundation Models,2025,ICLR,https://arxiv.org/abs/UiLtbLsiPU,Agent|Scalability,,,Agent,20.0,0
besr2025,VS-Bench: Evaluating VLMs for Strategic Reasoning and Decision-Making in Multi-Agent Environments,2025,NIPS,https://arxiv.org/abs/GfeBq3ENox,Agent,,S×G,Agent,45.0,0
bflh2025,Beyond the Final Layer: Hierarchical Query Fusion Transformer with Agent-Interpolation Initialization for 3D Instance Segmentation,2025,ICLR,https://arxiv.org/abs/8Lt27D1qhE,Agent,PD Separation,,Agent,23.0,0
bgin2025,Bayesian Ego-graph inference for Networked Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/3qeTs05bRL,Agent|Scalability,,S×G,Agent,40.0,0
biac2025,Benchmarking Intelligent LLM Agents for Conversational Data Analysis,2025,ICLR,https://arxiv.org/abs/1zgil8py5o,Agent|Scalability,,,Agent,25.0,0
birs2025,Beyond Imitation: Learning Key Reasoning Steps from Dual Chain-of-Thoughts in Reasoning Distillation,2025,ICLR,https://arxiv.org/abs/aygBjpMdan,Agent|Scalability,,W×D,Agent,20.0,0
bjea2025,BadRobot: Jailbreaking Embodied LLM Agents in the Physical World,2025,ICLR,https://arxiv.org/abs/ei3qCntB66,Agent,,,Agent,20.0,0
bkdm2025,Beyond the Known: Decision Making with Counterfactual Reasoning Decision Transformer,2025,ICLR,https://arxiv.org/abs/emns7tgDOq,Agent,,,Agent,20.0,0
bkgc2025,BioKGBench: A Knowledge Graph Checking Benchmark of AI Agent for Biomedical Science,2025,ICLR,https://arxiv.org/abs/I1MKOjNVup,Agent|Scalability,,,Agent,20.0,0
blsd2025,CSI-Bench: A Large-Scale In-the-Wild Dataset for Multi-task WiFi Sensing,2025,NIPS,https://arxiv.org/abs/W1WJeqsxnX,Throughput|Scalability,,,LLM,20.0,0
bmir2025,Breaking Mental Set to Improve Reasoning through Diverse Multi-Agent Debate,2025,ICLR,https://arxiv.org/abs/t6QHYUOQL7,Agent,,S×G,Agent,45.0,0
bmra2025,Benchmarking Multimodal Retrieval Augmented Generation with Dynamic VQA Dataset and Self-adaptive Planning Agent,2025,ICLR,https://arxiv.org/abs/VvDEuyVXkG,Agent,,,Agent,30.0,0
bnco2025,Boosting Neural Combinatorial Optimization for Large-Scale Vehicle Routing Problems,2025,ICLR,https://arxiv.org/abs/TbTJJNjumY,Scalability,,,,20.0,0
bpci2025,Beyond Parameter Count: Implicit Bias in Soft Mixture of Experts,2025,ICLR,https://arxiv.org/abs/aw2Jc5DFZC,MoE,MoE,C×G,,36.0,0
bpsb2025,I Want to Break Free! Persuasion and Anti-Social Behavior of LLMs in Multi-Agent Settings with Social Hierarchy,2025,ICLR,https://arxiv.org/abs/acDwoHrwZ8,Agent,,S×G,Agent,30.0,0
bpto2025,Bayesian-LoRA: LoRA based Parameter Efficient Fine-Tuning using Optimal Quantization levels and Rank Values trough Differentiable Bayesian Gates,2025,ICLR,https://arxiv.org/abs/v4Bl6tfaaO,Quantization,Quantization,W×Q,LLM,36.0,0
bpuo2025,PUO-Bench: A Panel Understanding and Operation Benchmark with A Privacy-Preserving Framework,2025,NIPS,https://arxiv.org/abs/JUBogzglgH,Agent|Throughput,,,Agent,25.0,0
bpvg2025,Next Block Prediction: Video Generation via Semi-Auto-Regressive Modeling,2025,ICLR,https://arxiv.org/abs/JUYBEmwSJK,Latency|Throughput|Scalability,,,LLM,20.0,0
bqqb2025,Binary Quadratic Quantization: Beyond First-Order Quantization for Real-Valued Matrix Compression,2025,NIPS,https://arxiv.org/abs/5MGClYw1cR,Quantization,Quantization,W×Q,LLM,23.0,0
bral2025,LC-Opt: Benchmarking Reinforcement Learning and Agentic AI for End-to-End Liquid Cooling Optimization in Data Centers,2025,NIPS,https://arxiv.org/abs/XwqawBglmv,Agent,,,Agent,20.0,0
brme2025,MoRE-Brain: Routed Mixture of Experts for Interpretable and Generalizable Cross-Subject fMRI Visual Decoding,2025,NIPS,https://arxiv.org/abs/fYSPRGmS6l,MoE,MoE,C×G,,23.0,0
brso2025,Make LLMs better zero-shot reasoners: structure-oriented autonomous reasoning,2025,ICLR,https://arxiv.org/abs/rLaMcF516k,Agent,,C×G,Agent,25.0,0
bsal2025,Win Fast or Lose Slow: Balancing Speed and Accuracy in Latency-Sensitive Decisions of LLMs,2025,NIPS,https://arxiv.org/abs/Fcs90Rwm8j,Agent|Latency|Quantization,Quantization,W×Q,Agent,38.0,0
bsdr2025,Beyond Simple Sum of Delayed Rewards: Non-Markovian Reward Modeling for Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/VnNSkUXejc,Agent|Latency,,,Agent,20.0,0
bssf2025,Time-MoE: Billion-Scale Time Series Foundation Models with Mixture of Experts,2025,ICLR,https://arxiv.org/abs/e1wDDFmlVu,Scalability|MoE,MoE|PD Separation,C×G,,69.0,0
bsso2025,PINN Balls: Scaling Second-Order Methods for PINNs with Domain Decomposition and Adaptive Sampling,2025,NIPS,https://arxiv.org/abs/xhKsnxJ9FD,Scalability|MoE,MoE,C×G,,36.0,0
btbr2025,BLIMEY: Towards Better Routing Methods in Sparse Mixture of Experts,2025,ICLR,https://arxiv.org/abs/ZEC0oBtzhN,Scalability|MoE,MoE,C×G,,41.0,0
btra2025,BTL-UI: Blink-Think-Link Reasoning Model for GUI Agent,2025,NIPS,https://arxiv.org/abs/B0Gfxhr8V5,Agent,,,Agent,35.0,0
btse2025,BEAST: Efficient Tokenization of B-Splines Encoded Action Sequences for Imitation Learning,2025,NIPS,https://arxiv.org/abs/rQCl1sf62w,Scalability|Quantization,Quantization|PD Separation,W×Q,LLM,26.0,0
bvas2025,Block Verification Accelerates Speculative Decoding,2025,ICLR,https://arxiv.org/abs/frsg32u0rO,Distributed Inference|Speculative Decoding,Speculative Decoding,S×G,,28.0,0
bvcm2025,Benchmarking Visual Cognition of Multimodal LLMs via Matrix Reasoning,2025,ICLR,https://arxiv.org/abs/QrhB9HcgnL,Agent|Scalability,,,Agent,20.0,0
caap2025,CAAP: Context-Aware Action Planning Prompting to Solve Computer Tasks with Front-End UI Only,2025,ICLR,https://arxiv.org/abs/n72WC4a9qQ,Agent|Scalability,,,Agent,30.0,0
cabl2025,Communicating Activations Between Language Model Agents,2025,ICLR,https://arxiv.org/abs/bFYST1MaGh,Agent|Scalability,,,Agent,25.0,0
cace2025,CAKE: Cascading and Adaptive KV Cache Eviction with Layer Preferences,2025,ICLR,https://arxiv.org/abs/EQgEMAD4kv,KV Cache|Latency,KV Cache,K×Q,,28.0,0
cacm2025,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,2025,ICLR,https://arxiv.org/abs/nfKfAzkiez,Agent,,S×G,Agent,30.0,0
cafi2025,CPathAgent: An Agent-based Foundation Model for Interpretable High-Resolution Pathology Image Analysis Mimicking Pathologists' Diagnostic Logic,2025,NIPS,https://arxiv.org/abs/XKVhXWkPbp,Agent|Scalability,,,Agent,25.0,0
camm2025,CAML: Collaborative Auxiliary Modality Learning for Multi-Agent Systems,2025,ICLR,https://arxiv.org/abs/IEKQlWIN4w,Agent,,S×G,Agent,30.0,0
casd2025,CAS-Spec: Cascade Adaptive Self-Speculative Decoding for On-the-Fly Lossless Inference Acceleration of LLMs,2025,NIPS,https://arxiv.org/abs/m0bR0sxhfL,Latency|Speculative Decoding|Quantization,Speculative Decoding|Quantization,S×G,LLM,54.0,0
casp2025,Conveyor: Efficient Tool-aware LLM Serving with Tool Partial Execution,2025,ICLR,https://arxiv.org/abs/A0VvDN4arV,Latency|Throughput,,,LLM,20.0,0
catd2025,CAT-3DGS: A Context-Adaptive Triplane Approach to Rate-Distortion-Optimized 3DGS Compression,2025,ICLR,https://arxiv.org/abs/m3KuuE2ozw,Throughput|Scalability|Quantization,Quantization,W×Q,LLM,23.0,0
catw2025,CDQuant: Accurate Post-training Weight Quantization of LLMs using Greedy Coordinate Descent,2025,ICLR,https://arxiv.org/abs/BehxaBcSML,Scalability|Quantization,Quantization,W×Q,LLM,49.0,0
cbop2025,CReFT-CAD: Boosting Orthographic Projection Reasoning for CAD via Reinforcement Fine-Tuning,2025,NIPS,https://arxiv.org/abs/FrQd4NoQ16,Agent|Scalability,,,Agent,20.0,0
cbql2025,CBQ: Cross-Block Quantization for Large Language Models,2025,ICLR,https://arxiv.org/abs/eW4yh6HKz4,Quantization,Quantization,W×Q,LLM,36.0,0
cc2025,Compute Or Load KV Cache? Why Not Both?,2025,ICLR,https://arxiv.org/abs/cK0kUzocJW,KV Cache|Latency|Throughput,KV Cache|PD Separation,K×Q,LLM,66.0,0
ccam2025,Cracking the Collective Mind: Adversarial Manipulation in Multi-Agent Systems,2025,ICLR,https://arxiv.org/abs/kgZFaAtzYi,Agent,,C×G,Agent,35.0,0
ccce2025,CodeGEMM: A Codebook-Centric Approach to Efficient GEMM in Quantized LLMs,2025,NIPS,https://arxiv.org/abs/OH7U836jKk,KV Cache|Latency|Quantization,Quantization,W×Q,LLM,46.0,0
cccq2025,CodeGEMM: A Codebook-Centric Approach to Efficient GEMM in Quantized LLMs,2025,NIPS,https://arxiv.org/abs/OH7U836jKk,Latency|Quantization,Quantization,W×Q,LLM,41.0,0
ccdc2025,CocoRNA: Collective RNA Design with Cooperative Multi-agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/4JZ56UVJYf,Distributed Inference|Agent|Latency|Scalability,,C×G,Agent,45.0,0
ccde2025,Collaborative Compressors in Distributed Mean Estimation with Limited Communication Budge,2025,ICLR,https://arxiv.org/abs/J7hIz9GXKq,Distributed Inference,PD Separation,C×G,,23.0,0
ccep2025,Coarsening to Conceal: Enabling Privacy-Preserving Federated Learning for Graph Data,2025,ICLR,https://arxiv.org/abs/Vszt1FDElj,Distributed Inference|Throughput,,,LLM,20.0,0
ccgn2025,COGNAC: Cooperative Graph-based Networked Agent Challenges for Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/lmRXJZXCNL,Distributed Inference|Agent,,S×G,Agent,35.0,0
ccmm2025,COMMA: A Communicative Multimodal Multi-Agent Benchmark,2025,ICLR,https://arxiv.org/abs/a8R07y1jQ1,Agent,,S×G,Agent,30.0,0
ccot2025,CORTEX: Concept-Oriented Token Explanation in Vector-Quantized Generative Model,2025,ICLR,https://arxiv.org/abs/oW7jUu4gVg,,,W×Q,,0,0
ccow2025,LLM Compression with Convex Optimization—Part 1: Weight Quantization,2025,ICLR,https://arxiv.org/abs/0T8vCKa7yu,Scalability|Quantization,Quantization,W×Q,LLM,28.0,0
ccp2025,Palu: KV-Cache Compression with Low-Rank Projection,2025,ICLR,https://arxiv.org/abs/LWMS4pk2vK,Quantization,Quantization,W×Q,LLM,26.0,0
ccpc2025,LoRC: Low-Rank Compression for LLMs KV Cache with a Progressive Compression Strategy,2025,ICLR,https://arxiv.org/abs/NI8AUSAc4i,KV Cache|Throughput|Scalability,KV Cache,K×Q,LLM,53.0,0
ccpt2025,Open CaptchaWorld: A Comprehensive Web-based Platform for Testing and Benchmarking Multimodal LLM Agents,2025,NIPS,https://arxiv.org/abs/dhWkIa3NFu,Agent,,,Agent,20.0,0
ccss2025,CSBrain: A Cross-scale Spatiotemporal Brain Foundation Model for EEG Decoding,2025,NIPS,https://arxiv.org/abs/agcXjEHmyW,Distributed Inference|Scalability,,,,20.0,0
ccwm2025,COMBO: Compositional World Models for Embodied Multi-Agent Cooperation,2025,ICLR,https://arxiv.org/abs/YXRyYkb1im,Agent,,S×G,Agent,35.0,0
cdf2025,Counterfactual Delayed Feedback Learning,2025,ICLR,https://arxiv.org/abs/ZJj1r4gWIy,Latency,,,,20.0,0
cdmr2025,DM-Codec: Distilling Multimodal Representations for Speech Tokenization,2025,ICLR,https://arxiv.org/abs/UFwefiypla,Quantization,Quantization|PD Separation,W×Q,LLM,21.0,0
cdsi2025,Conditional Diffusion on Web-Scale Image Pairs leads to Diverse Image Variations,2025,ICLR,https://arxiv.org/abs/s7vwXDsVYa,Throughput|Scalability,,,LLM,20.0,0
cdtc2025,Curriculum Design for Trajectory-Constrained Agent: Compressing Chain-of-Thought Tokens in LLMs,2025,NIPS,https://arxiv.org/abs/zDU5sfYK1Z,Agent|Latency,,,Agent,25.0,0
ceab2025,CRAB: Cross-environment Agent Benchmark for Multimodal Language Model Agents,2025,ICLR,https://arxiv.org/abs/qqKJjwibsp,Agent,,,Agent,20.0,0
cedm2025,Counterfactual Effect Decomposition in Multi-Agent Sequential Decision Making,2025,ICLR,https://arxiv.org/abs/gYNBQygmXG,Agent|Throughput,,S×G,Agent,40.0,0
cedr2025,Coordinated Exploration in Distributed Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/ZG8UBh1CtD,Distributed Inference|Agent,,W×L,Agent,20.0,0
cefa2025,Cradle: Empowering Foundation Agents towards General Computer Control,2025,ICLR,https://arxiv.org/abs/aIAFDFpNXz,Agent,,,Agent,20.0,0
cema2025,VIKI‑R: Coordinating Embodied Multi-Agent Cooperation via Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/NdgdyOx7Yg,Agent,,S×G,Agent,40.0,0
cerc2025,Contextual Experience Replay for Continual Learning of Language Agents,2025,ICLR,https://arxiv.org/abs/RXvFK5dnpz,Agent,,,Agent,20.0,0
cesp2025,Chain of Execution Supervision Promotes General Reasoning in Large Language Models,2025,NIPS,https://arxiv.org/abs/QjnKsujXVG,Agent|Scalability,,,Agent,20.0,0
cesr2025,Chain-of-Zoom: Extreme Super-Resolution via Scale Autoregression and Preference Alignment,2025,NIPS,https://arxiv.org/abs/I8S4ASqO5H,Scalability,,,,20.0,0
cfdc2025,In-Context Fully Decentralized Cooperative Multi-Agent Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/5J4IpiMKkq,Agent,,S×G,Agent,30.0,0
cfuq2025,Catastrophic Failure of LLM Unlearning via Quantization,2025,ICLR,https://arxiv.org/abs/lHSeDYamnz,Throughput|Quantization,Quantization,W×Q,LLM,28.0,0
cgar2025,CityGaussianV2: Efficient and Geometrically Accurate Reconstruction for Large-Scale Scenes,2025,ICLR,https://arxiv.org/abs/a3ptUbuzbW,Scalability,,,,20.0,0
cgpg2025,FLIP: Flow-Centric Generative Planning as General-Purpose Manipulation World Model,2025,ICLR,https://arxiv.org/abs/B2N0nCVC91,Agent|Scalability,,,Agent,20.0,0
chrp2025,Closed-Loop Long-Horizon Robotic Planning via Equilibrium Sequence Modeling,2025,ICLR,https://arxiv.org/abs/VoZ0nSy0Ry,Agent,,,Agent,20.0,0
cicd2025,On Conformal Isometry of Grid Cells: Learning Distance-Preserving Position Embedding,2025,ICLR,https://arxiv.org/abs/Xo0Q1N7CGk,Agent|Throughput,,,Agent,25.0,0
ciee2025,Choices are More Important than Efforts: LLM Enables Efficient Multi-Agent Exploration,2025,ICLR,https://arxiv.org/abs/OANUpvmnuf,Agent,,W×L,Agent,30.0,0
cirr2025,Contextual Integrity in LLMs via Reasoning and Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/Xm57IXqU0n,Agent,,,Agent,20.0,0
cisc2025,Cognitive Insights and Stable Coalition Matching for Fostering Multi-Agent Cooperation,2025,ICLR,https://arxiv.org/abs/0GC81gpjOo,Agent,,S×G,Agent,30.0,0
cllm2025,Competing Large Language Models in Multi-Agent Gaming Environments,2025,ICLR,https://arxiv.org/abs/DI4gW8viB6,Agent,,S×G,Agent,35.0,0
clsv2025,CoralVQA: A Large-Scale Visual Question Answering Dataset for Coral Reef Image Understanding,2025,NIPS,https://arxiv.org/abs/iRsZHAMNHL,Agent|Scalability,,,Agent,25.0,0
clts2025,Communication-Efficient Language Model Training Scales Reliably and Robustly: Scaling Laws for DiLoCo,2025,NIPS,https://arxiv.org/abs/X4SCxcgb3O,Distributed Inference|Scalability,,C×G,LLM,20.0,0
cmaf2025,CREA: A Collaborative Multi-Agent Framework for Creative Image Editing and Generation,2025,NIPS,https://arxiv.org/abs/VzSjSUE0BZ,Agent,,S×G,Agent,30.0,0
cmak2025,A collaborative Multi-Agent LLM Approach for Knowledge Graph Curation and query from multimodal data sources,2025,ICLR,https://arxiv.org/abs/qXwVXj03nO,Agent,,S×G,Agent,30.0,0
cmcd2025,Compositional Monte Carlo Tree Diffusion for Extendable Planning,2025,NIPS,https://arxiv.org/abs/om2CpclG4y,Distributed Inference|Agent,,,Agent,25.0,0
cmda2025,ChartMoE: Mixture of Diversely Aligned Expert Connector for Chart Understanding,2025,ICLR,https://arxiv.org/abs/o5TsWTUSeF,Agent|MoE,MoE,C×G,Agent,28.0,0
cmga2025,Capturing and Mitigating Gradient Aggregation Errors for Fault-Tolerant Distributed Training,2025,ICLR,https://arxiv.org/abs/cPZepCZlFW,Distributed Inference|Scalability,,,,20.0,0
cmlp2025,Causality Meets Locality: Provably Generalizable and Scalable Policy Learning for Networked Systems,2025,NIPS,https://arxiv.org/abs/dfcQFL89OM,Agent|Scalability,,,Agent,20.0,0
cmmh2025,What’s in Common? Multimodal Models Hallucinate When Reasoning Across Scenes,2025,NIPS,https://arxiv.org/abs/d0F0N0cu4n,,,,多模态,0,0
cmpq2025,Channel-Wise Mixed-Precision Quantization for Large Language Models,2025,ICLR,https://arxiv.org/abs/M8uf26TbrC,Quantization,Quantization,W×Q,LLM,23.0,0
cmrp2025,CHASE-SQL: Multi-Path Reasoning and Preference Optimized Candidate Selection in Text-to-SQL,2025,ICLR,https://arxiv.org/abs/CvGqMD5OtX,Agent,,,Agent,25.0,0
cnki2025,"k-Odd One Clear (k-OOC), a novel GPU kernel that improves quantization accuracy and speed of GPTQ algorithm",2025,ICLR,https://arxiv.org/abs/OioOio3bmx,Agent|Throughput|Quantization,Quantization|Continuous Batching,W×Q,Agent,62.0,0
cocm2025,ComaDICE: Offline Cooperative Multi-Agent Reinforcement Learning with Stationary Distribution Shift Regularization,2025,ICLR,https://arxiv.org/abs/5o9JJJPPm6,Agent,,S×G,Agent,30.0,0
coem2025,CaPo: Cooperative Plan Optimization for Efficient Embodied Multi-Agent Cooperation,2025,ICLR,https://arxiv.org/abs/KRv9NubipP,Agent,,S×G,Agent,35.0,0
copg2025,Compute-Optimal LLMs Provably Generalize Better with Scale,2025,ICLR,https://arxiv.org/abs/MF7ljU8xcf,Scalability|Quantization,Quantization,W×Q,LLM,28.0,0
cosa2025,COAT: Compressing Optimizer states and Activations for Memory-Efficient FP8 Training,2025,ICLR,https://arxiv.org/abs/XfKSDgqIRj,Distributed Inference|Throughput|Scalability|Quantization,Quantization,W×Q,LLM,51.0,0
cped2025,Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,2025,ICLR,https://arxiv.org/abs/3Gzz7ZQLiz,Agent|Scalability,,,Agent,20.0,0
cpgh2025,Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,2025,NIPS,https://arxiv.org/abs/UCV21BsuqA,Agent,,,Agent,20.0,0
cpps2025,CryptoMoE: Privacy-Preserving and Scalable Mixture of Experts Inference via Balanced Expert Routing,2025,NIPS,https://arxiv.org/abs/8pEqukyGrj,Latency|Throughput|Scalability|MoE,MoE,C×G,LLM,76.0,0
cptr2025,ContraDiff: Planning Towards High Return States via Contrastive Learning,2025,ICLR,https://arxiv.org/abs/XMOaOigOQo,Agent,,,Agent,20.0,0
cq2025,Low-Rank Correction for Quantized LLMs,2025,ICLR,https://arxiv.org/abs/FA3iYp1y6z,Quantization,Quantization,W×Q,LLM,36.0,0
crac2025,Counterfactual reasoning: an analysis of in-context emergence,2025,NIPS,https://arxiv.org/abs/odWYytUjl1,Agent|Scalability,,,Agent,20.0,0
crak2025,Centralized Reward Agent for Knowledge Sharing and Transfer in Multi-Task Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/MyCKtV9CpR,Distributed Inference|Agent,,,Agent,20.0,0
cris2025,Collaborative Reasoner: Self-Improving Social Agents with Synthetic Conversations,2025,NIPS,https://arxiv.org/abs/dye9w8IOV0,Agent,,,Agent,20.0,0
crmf2025,ChartSketcher: Reasoning with Multimodal Feedback and Reflection for Chart Understanding,2025,NIPS,https://arxiv.org/abs/BxRsXqjWft,Agent|Throughput,,,Agent,20.0,0
crsp2025,Counterfactual Reasoning for Steerable Pluralistic Value Alignment of Large Language Models,2025,NIPS,https://arxiv.org/abs/86b23oNkg9,Agent|Throughput,,,Agent,20.0,0
crtr2025,Contrastive Representations for Temporal Reasoning,2025,NIPS,https://arxiv.org/abs/UlkcH5Ccrk,,,,,0,0
csbl2025,How to Correctly Do Semantic Backpropagation on Language-based Agentic Systems,2025,ICLR,https://arxiv.org/abs/r1cbFEH0Df,Agent|Scalability,,,Agent,20.0,0
csma2025,VL-Cache: Sparsity and Modality-Aware KV Cache Compression for Vision-Language Model Inference Acceleration,2025,ICLR,https://arxiv.org/abs/HMrcv7Q4Ub,KV Cache|Latency,KV Cache|PD Separation,K×Q,LLM,51.0,0
cspc2025,ChunkKV: Semantic-Preserving KV Cache Compression for Efficient Long-Context LLM Inference,2025,NIPS,https://arxiv.org/abs/20JDhbJqn3,KV Cache|Throughput,KV Cache,K×Q,LLM,58.0,0
csrr2025,Combining Structure and Text: Learning Representations for Reasoning on Graphs,2025,ICLR,https://arxiv.org/abs/hJ8OQAiTrl,Agent|Scalability,,,Agent,20.0,0
csst2025,Compress then Serve: Serving Thousands of LoRA Adapters with Little Overhead,2025,ICLR,https://arxiv.org/abs/hHNVn4hFPk,Throughput|Scalability,,W×L,LLM,25.0,0
